sheet,row_index,codigo,nome_cientifico,nome_popular,filo,classe,ordem,familia,genero,especie,localizacao,data_coleta,origem,coletor,taxonomia_id,localidade_id,especie_id,status,error,action
Asteraceae A5,144,A5.8,Ageratum conyzoides,Mentrasto,Anthophyta,Magnoliopsida,Asterales,Asteraceae,,Ageratum conyzoides,"Barreiro, Januária-MG",,Nativa,Matheus L. Brito,,,,,,
Asteraceae A5,145,A5.9,Conyza canadensisi (L) cronquist,Avoadinha,Anthophyta,Magnoliopsida,Asterales,Asteraceae,,Conyza canadensis (L) cronquist,Olhos D'Aguas,,Nativa,Rafaela A. Araújo,,,,,,
Asteraceae A5,146,A5.10,Vernonia polysphaera,Assa-Peixe,Anthophyta,Magnoliopsida,Asterales,Asteraceae,,Vernonia polysphaera,Itacarambia-MG,,Nativa,Mariane G. Oliveira,,,,,,
Asteraceae A5,147,A5.11,Bidens pilosa var. radiata L.,Picão,Anthophyta,Magnoliopsida,Asterales,Asteraceae,,Bidens pilosa var. radiata L.,Januária-MG,,Nativa,Janaína F.R.N. Alves,,,,,,
Asteraceae A5,148,A5.12,Gymnanthemum amygdalinum,Boldo Alumã,Anthophyta,Magnoliopsida,Asterales,Asteraceae,,Gymnanthemum amygdalinum,Fazenda Lagoa Nova-Patis MG,,Exótica,Ketley,,,,,,
Asteraceae A5,149,A5.13,Vernonia polysphaera,Assa-Peixe,Anthophyta,Magnoliopsida,Asterales,Asteraceae,,Vernonia polysphaera,Desconhecido,,Nativa,Desconhecido,,,,,,
Asteraceae A5,150,A5.14,Vernonia polysphoera,Assa Peixe,Anthophyta,Magnoliopsida,Asterales,Asteraceae,,Vernonia polysphoera,Riacho da Cruz - MG,,Nativa,Milena Nery,,,,,,
Asteraceae A5,151,A5.15,Tridax procumbens,Vassoura malva branca\ Erva de touro,Anthophyta,Magnoliopsida,Asterales,Asteraceae,,Tridax procumbens,IFNMG - Campus Januária,,Exótica,Luane Alencar,,,,,,
Asteraceae A5,152,A5.16,Gymnanthemum amygdalinum,Assa Peixe,Anthophyta,Magnoliopsida,Asterales,Asteraceae,,Gymnanthemum amygdalinum,Januária - MG,,Exótica,Izaulina Martins,,,,,,
Asteraceae A5,153,A5.17,Gymnanthemum amygdalinum,Boldo Alumã,Anthophyta,Magnoliopsida,Asterales,Asteraceae,,Gymnanthemum amygdalinum,IFNMG - Campus Januária MG,,Exótica,Guilherme Cangussu,,,,,,
Asteraceae A5,155,A5.19,Vernonia scabra,Assa-Peixe,Anthophyta,Magnoliopsida,Asterales,Asteraceae,,Vernonia scabra,Brejo São Caetano MG,,Nativa,Hereny F. M. Xavier,,,,,,
Asteraceae A5,156,A5.20,Vernonia condensata baker,Assa-Peixe,Anthophyta,Magnoliopsida,Asterales,Asteraceae,,Vernonia Condensata baker,15º 26' 41''S 44º 22'10'' W,,Naturalizada,Ernando Santos de Oliveira,,,,,,
Asteraceae A5,157,A5.21,Tridax procumbens,Erva-de-touro,Anthophyta,Magnoliopsida,Asterales,Asteraceae,,procumbens,15°26'54.53''S 44°22'4.14''O IFNMG,,Exótica,Tiago de Souza Rodrigues,,,,,,
Asteraceae A5,158,A5.22,Vernonia condensata baker,Assa-Peixe,Anthophyta,Magnoliopsida,Asterales,Asteraceae,,Condensata baker,15°26'41''S 44°22'10''W 482m,,Naturalizada,Werlleson da Silva,,,,,,
Asteraceae A5,159,A5.23,Acanthospermum hispidum.,Carrapicho de Carneiro,Anthophyta,Magnoliopsida,Asterales,Asteraceae,,Acanthospermum hispidum,"15º20'9.22'' S 44º 14' 47,676'' W",,Nativa,Ana Maria da Silva Andrade,,,,,,
Asteraceae A5,160,A5.24,Vernonia condensata baker,Assa-Peixe,Anthophyta,Magnoliopsida,Asterales,Asteraceae,,Vernonia Condensata baker,Riacho da Cruz - MG,,Naturalizada,Nivia Alves da Silva,,,,,,
Asteraceae A5,161,A5.25,Vernonia Scabra,Assa-peixe,Anthophyta,Magnoliopsida,Asterales,Asteraceae,,Vernonia Scabra,Ribeirão do Lavrado,,Nativa,Alteone Barbosa,,,,,,
Asteraceae A5,162,A5.26,Vernonia Scabra,Assa-peixe,Anthophyta,Magnoliopsida,Asterales,Asteraceae,,Vernonia Scabra,15º 30' 5'' S 45º 22' 59'' W 311 NW,,Nativa,Ana Maria da Silva Andrade,,,,,,
Asteraceae A5,163,A5.27,Vernonia brasiliana (L.) Druce,Assa-peixe,Anthophyta,Magnoliopsida,Asterales,Asteraceae,,brasiliana (L.),"Brejo do Amparo, Januária-MG",,Nativa,Thâmilly Vieira,,,,,,
Asteraceae A5,164,A5.28,Vernonia brasiliana (L.) Druce,Assa-peixe,Anthophyta,Magnoliopsida,Asterales,Asteraceae,,brasiliana (L.),"15,340217 -44,627735",,Nativa,Gisele Lopes Carneiro,,,,,,
Asteraceae A5,165,A5.29,Vernonia acaulis,Assa-peixe,Anthophyta,Magnoliopsida,Asterales,Asteraceae,,acaulis,Agroecologia -IFNMG,,Nativa,Thátila Lopes,,,,,,
Asteraceae A5,166,A5.30,Vernonia acaulis,Assa Peixe,Anthophyta,Magnoliopsida,Asterales,Asteraceae,,acaulis,Brejo da Santana (Itacarambi),,Nativa,Reinaldo Bispo,,,,,,
Asteraceae A5,167,A5.31,Tridax procumbens,Erva-de-Touro,Anthophyta,Magnoliopsida,Asterales,Asteraceae,,Tridax procumbens,IFNMG Januária,,Exótica,Desconhecido,,,,,,
Asteraceae A5,168,A5.32,Cosmos sulphureus,Cosmos-laranja,Anthophyta,Magnoliopsida,Asterales,Asteraceae,,Cosmos sulphureus,Desconhecido,,Naturalizada,Desconhecido,,,,,,
Asteraceae A5,169,A5.33,Vernonia polysphoera,Assa Peixe,Anthophyta,Magnoliopsida,Asterales,Asteraceae,,polysphoera,LAT.S 15°26'41'' E LONG.O 44°22'11'',,Nativa,Tiago Emanoel de Castro Sales,,,,,,
Asteraceae A5,170,A5.34,Acanthospermum hispidum.,,,,,,,,"Januária -15 484 002, -4437 135 7",,,Levi,,,,,,
Amaranthaceae A3,171,A3.1,Amaranthus albus L.,Caruru,Anthophyta,Magnopiopsida,Caryophyllales,Amaranthaceae,,Amaranthus albus L.,Pedras de Maria da Cruz - MG,,Exótica,Renato Dias Pereira,,,,,,
Amaranthaceae A3,172,A3.2,Celosia argentea var. cristata (l.) kuntze,Crista de Galo,Anthophyta,Magnopiopsida,Caryophyllales,Amaranthaceae,,Celosia argentea var. cristata (l.) kuntze,"R. Asteria Ferreira Chaves, 33 - Januária - MG.",,Exótica,Lairton,,,,,,
Amaranthaceae A3,173,A3. 3,Celosia argentea var. cristata (l.) kuntze,Crista Plumosa / Crista de Galo,Anthophyta,Magnopiopsida,Caryophyllales,Amaranthaceae,,Celosia argentea var. cristata (l.) kuntze,Vila Jadete - MG,,Exótica,Eduardo Gomes Leite,,,,,,
Amaranthaceae A3,174,A3.4,Alternanthera ficoidea,Periquito Ameno,Anthophyta,Magnopiopsida,Caryophyllales,Amaranthaceae,,Alternanthera ficoidea,IFNMG - Januária - MG,,Nativa,Camila Lopo,,,,,,
Amaranthaceae A3,175,A3.5,Celosia argentea var. cristata (l.) kuntze,Crista Plumosa / Crista de Galo,Anthophyta,Magnopiopsida,Caryophyllales,Amaranthaceae,,Celosia argentea var. cristata (l.) kuntze,IFNMG - Januária - MG,,Exótica,João Vitor de Castro Viana,,,,,,
Amaranthaceae A3,176,A3.6,Celosia argentea var. cristata (l.) kuntze,Crista Plumosa / Crista de Galo,Anthophyta,Magnopiopsida,Caryophyllales,Amaranthaceae,,Celosia argentea var. cristata (l.) kuntze,Januária - MG,,Exótica,Clara Elis Ferreira,,,,,,
Amaranthaceae A3,177,A3.7,Celosia argentea var. cristata (l.) kuntze,Crista Plumosa / Crista de Galo,Anthophyta,Magnopiopsida,Caryophyllales,Amaranthaceae,,Celosia argentea var. cristata (l.) kuntze,"B. Boa Vista, Januária - MG",,Exótica,Erick Soares,,,,,,
Amaranthaceae A3,178,A3.8,Amaranthus viridis,Caruru,Anthophyta,Magnopiopsida,Caryophyllales,Amaranthaceae,,Amaranthus viridis,IFNMG - Januária - MG,,Nativa,Igor Francisco,,,,,,
Amaranthaceae A3,179,OO,Amaranthus viridis,Caruru,Anthophyta,Magnopiopsida,Caryophyllales,Amaranthaceae,,Amaranthus viridis,IFNMG - campus Januária MG,,Nativa,Eduardo Barbosa,,,,,,
Amaranthaceae A3,180,A3.10,Amaranthus viridis,Caruru,Anthophyta,Magnopiopsida,Caryophyllales,Amaranthaceae,,Amaranthus viridis,IFNMG - Januária MG,,Nativa,Julia Durães,,,,,,
Amaranthaceae A3,181,A3.11,Amaranthus viridis,Caruru,Anthophyta,Magnopiopsida,Caryophyllales,Amaranthaceae,,Amaranthus viridis,IFNMG - campus Januária MG,,Nativa,Luane Alencar,,,,,,
Amaranthaceae A3,183,A3.12,Alternanthera tenella,Apaga fogo,Anthophyta,Magnopiopsida,Caryophyllales,Amaranthaceae,,Alternanthera tenella,IFNMG - Campus Januária MG,,Nativa,Ana Clara Alves de Matos,,,,,,
Amaranthaceae A3,184,A3.12,Alternanthera brasiliana,,,,,,,,"15 44 55 12, - 44 1' 16 43 16 - Fazenda Gavião, Varzelândia - MG",,nativa,Tiago de Souza Rodrigues,,,,,,
Amaranthaceae A3,185,A3.13,Amaranthus deflexus,Caruru,Anthophyta,Magnopiopsida,Caryophyllales,Amaranthaceae,,deflexus,IFNMG- Campus Januária,,Nativa,Nivia Alves da Silva,,,,,,
Amaranthaceae A3,186,A3.14,Amaranthus deflexus,,,,,,,,Riacho da Cruz -15 347 591 -44237003,,Nativa,Everton,,,,,,
Apocynaceae A6,187,A6.1,Nerium oleander,Epirradeira,Antophyta,Magnoliopsida,Gentianales,Apocynaceae,,Nerium oleander,IFNMG - Campus Januária - MG,,Exótica,Érika Mota,,,,,,
Apocynaceae A6,188,A6.2,Nerium oleander var. albo-flore L.,Oleandro Branco,Antophyta,Magnoliopsida,Gentianales,Apocynaceae,,Nerium oleander var. albo-flore L.,"15-47168, IFNMG - Januária, Fazenda são Geraldo s/n 06",,Exótica,"Adriele, Caroline, Hellen, Laires, Lairton, Neila, William.",,,,,,
Apocynaceae A6,189,A6.3,Nerium oleander,Espirradeira,Antophyta,Magnoliopsida,Gentianales,Apocynaceae,,Nerium oleander,"R. Coronel Serrão, Centro, Januária - MG",,Exótica,Desconhecido,,,,,,
Apocynaceae A6,190,A6.4,Nerium oleander L.,Oleandro,Antophyta,Magnoliopsida,Gentianales,Apocynaceae,,Nerium oleander L.,IFNMG - Campus Januária - MG,,Exótica,Larissa Marinho,,,,,,
Apocynaceae A6,191,A6.5,Catharanthus roseus,Boa-noite,Antophyta,Magnoliopsida,Gentianales,Apocynaceae,,Catharanthus roseus,"Policlínica, Lontra/MG",,Exótica,Jessica Mendes da Silva,,,,,,
Apocynaceae A6,192,A6.6,Narium oleander,Espirradeira,Antophyta,Magnoliopsida,Gentianales,Apocynaceae,,Nerium oleander,IFNMG - Campus Januária - MG,,Exótica,Nathan Borges,,,,,,
Apocynaceae A6,193,A6.7,Nerium oleander,Oleandro,Antophyta,Magnoliopsida,Gentianales,Apocynaceae,,Nerium oleander,Januária - MG,,Exótica,Nanhame Carole,,,,,,
Apocynaceae A6,194,A6.8,Nerium oleander,Espirradeira,Antophyta,Magnoliopsida,Gentianales,Apocynaceae,,Nerium oleander,IFNMG - Campus Januária - MG,,Exótica,Hellen Maisa Soares Lima,,,,,,
Apocynaceae A6,195,A6.9,Catharanthus roseus (L) G. Don,Vinca,Antophyta,Magnoliopsida,Gentianales,Apocynaceae,,Catharanthus roseus (L.) G. Don,IFNMG - Campus Januária - MG,,Exótica,Hellen Maisa Soares Lima,,,,,,
Apocynaceae A6,196,A6.10,Nerium oleander,Espirradeira,Antophyta,Magnoliopsida,Gentianales,Apocynaceae,,Nerium oleander,"Av. Coronel Serrão, Centro - Januária MG",,Exótica,Umberto da Rocha Rodrigues,,,,,,
Apocynaceae A6,197,A6.11,Allamanda blanchetii,Alamanda Roxa/ Viuva Alere,Anthophyta,Magnoliopsida,Gentianales,Apocynaceae,,Nerium oleander,Desconhecido,,Exótica,Paula Farias,,,,,,
Apocynaceae A6,198,A6.12,Nerium oleander,Oleandro,Anthophyta,Magnoliopsida,Gentianales,Apocynaceae,,Nerium oleander,IFNMG - Campus Januária - MG,,Exótica,Samara,,,,,,
Apocynaceae A6,199,A6.13,Nerium oleander,Espirradeira,Anthophyta,Magnoliopsida,Gentianales,Apocynaceae,,Nerium oleander,Desconhecido,,Exótica,Luyara Lorrany Alves Lima,,,,,,
Apocynaceae A6,200,A6.14,Nerium oleander,Espirradeira,Anthophyta,Magnoliopsida,Gentianales,Apocynaceae,,Nerium oleander,IFNMG - Campus Januária - MG,,Exótica,Higor Amauri,,,,,,
Apocynaceae A6,201,A6.15,Nerium oleander,Espirradeira,Anthophyta,Magnoliopsida,Gentianales,Apocynaceae,,Nerium oleander,IFNMG - Campus Januária - MG,,Exótica,Yara Santos,,,,,,
Apocynaceae A6,202,A6.16,Catharanthus roseus,Boa-noite,Anthophyta,Magnoliopsida,Gentianales,Apocynaceae,,Catharanthus roseus,IFNMG - Campus Januária - MG,,Exótica,Joice Reis,,,,,,
Apocynaceae A6,203,A6.17,Nerium oleander,Oleandro,Anthophyta,Magnoliopsida,Gentianales,Apocynaceae,,Nerium oleander,Januária - MG,,Exótica,Juliana Pacheco,,,,,,
Apocynaceae A6,204,A6.18,Catharanthus roseus,Vinca,Anthophyta,Magnoliopsida,Gentianales,Apocynaceae,,Catharanthus roseus,São João das Missões/MG,,Exótica,Fabio Luis,,,,,,
Apocynaceae A6,205,A6.19,Nerium oleander L.,Oleandro,Anthophyta,Magnoliopsida,Gentianales,Apocynaceae,,Nerium oleander L.,Januária/MG,,Exótica,Isadora Viana,,,,,,
Apocynaceae A6,206,A6.20,Allamanda cathartica,Alamanda amarela,Anthophyta,Magnoliopsida,Gentianales,Apocynaceae,,Allamanda cathartica,IFNMG - Campus Januária MG,,Nativa,Rayane da Silva Rocha,,,,,,
Apocynaceae A6,207,A6.21,Allamanda cathartica,Alamanda,Anthophyta,Magnoliopsida,Gentianales,,,Allamanda cathartica,Riacho da Cruz - MG,,Nativa,Milena Nery Santos,,,,,,
Apocynaceae A6,208,A6.22,Allamanda cathartica,Alamanda,Anthophyta,Magnoliopsida,Gentianales,Apocynaceae,,Allamanda cathartica,IFNMG - Campus Januária - MG,,Nativa,Istefany de Souza,,,,,,
Apocynaceae A6,209,A6.23,Calotropis procera,Algodão de Sido,Anthophyta,Magnoliopsida,Gentianales,Apocynaceae,,Calotropis procera,Januária - MG,,Exótica,Tauana,,,,,,
Apocynaceae A6,210,A6.24,Allamanda blanchetii,Alamanda Roxa,Anthophyta,Magnoliopsida,Gentianales,Apocynaceae,,Allamanda blanchetii,Pedras de Maria da Cruz MG,,Nativa,Eleissa Oliveira Pinheiro,,,,,,
Apocynaceae A6,211,A6.25,Allamanda blanchetii,Alamanda Roxa,Anthophyta,Magnoliopsida,Gentianales,Apocynaceae,,Allamanda blanchetii,Januária - MG,,Nativa,Laune Alencar,,,,,,
Apocynaceae A6,213,A6. 26,Allamanda cathartica,Alamanda Amarela,Anthophyta,Magnoliopsida,Gentianales,Apocynaceae,,cathartica,15º 26'54.18'' S 44º 22' 9.02'' O IFNMG - Campus Januária,,Nativa,Tiago de Souza Rodrigues,,,,,,
Apocynaceae A6,214,A6.27,Allamanda cathartica,Alamanda,Anthophyta,Magnoliopsida,Gentianales,Apocynaceae,,cathartica,15°26'53''S 44°22'07''W,,Nativa,Ernando Santos de Oliveira,,,,,,
Apocynaceae A6,215,A6. 28,Allamanda cathartica,Alamanda,Anthophyta,Magnoliopsida,Gentianales,Apocynaceae,,cathartica,15º 26' 52.58''S 44º 22' 0.7.52'' 482 M,,Nativa,Maria Eduarda,,,,,,
Apocynaceae A6,216,A6.29,Allamanda cathartica,Alamanda,Anthophyta,Magnoliopsida,Gentianales,Apocynaceae,,cathartica,IFNMG-Campus Januária,,Nativa,Paula Vitória Santos Peckimim,,,,,,
Apocynaceae A6,217,A6.30,Aspidosperma parvifolium,Pau-perreira,Anthophyta,Magnoliopsida,Gentianales,Apocynaceae,,parvifolium,Ribeirão do Lavrado,,Nativa,Alteone Barbosa,,,,,,
Apocynaceae A6,218,A6.31,Allamanda cathartica,Alamanda,Anthophyta,Magnoliopsida,Gentianales,Apocynaceae,,cathartica,IFNMG Januária,,Nativa,Samuel Amorim,,,,,,
Apocynaceae A6,219,A6.32,Aspidosperma pyrifolium,Perereiro branco,Anthophyta,Magnoliopsida,Gentianales,Apocynaceae,,pyrifolium,Brejo São Caetano,,Nativa,Heriny Francisca Moreira Xavier da Silva,,,,,,
Apocynaceae A6,220,A6.33,Allamanda carthartica,Alamanda Amarela,Anthophyta,Magnoliopsida,Gentianales,Apocynaceae,,carthartica,"15º26'54,306""S 44º22'9,036""W",,Nativa,Elaine Cristina Santos Almeida,,,,,,
Apocynaceae A6,221,A6.34,Allamanda carthartica,Alamanda Amarela,Anthophyta,Magnoliopsida,Gentianales,Apocynaceae,,carthartica,Praça Emílio de Matos Januária-MG,,Nativa,Thâmilly Vieira Gonçalves,,,,,,
Apocynaceae A6,222,A6.35,Allamanda carthartica,Alamanda Amarela,Anthophyta,Magnoliopsida,Gentianales,Apocynaceae,,carthartica,IFNMG Campus Januária-MG,,Nativa,Cássio de Assis Pereira,,,,,,
Apocynaceae A6,223,A6.36,Asclepias curassavica L.,Erva-de-Rato,Anthophyta,Magnoliopsida,Gentianales,Apocynaceae,,curassavia,"Brejo do amparo, Januária MG",,Nativa,Thâmilly Vieira Gonçalves,,,,,,
Apocynaceae A6,224,A6.37,Nerium oleander L.,Espirradeira,Anthophyta,Magnoliopsida,Gentianales,Apocynaceae,,oleander L.,"B,N.S.F Itacarambi-MG",,Nativa,Cássio de Assis Pereira,,,,,,
Apocynaceae A6,225,A6.38,Allamanda carthartica,"Alamanda, Carolina, Dedal de dama",Anthophyta,Magnoliopsida,Gentianales,Apocynaceae,,carthartica,"15º29'09,7''S 44º22'11,6'' W",,Nativa,Gisele Lopes Carneiro,,,,,,
Apocynaceae A6,226,A6.39,Allamanda carthartica,Alamanda,Anthophyta,Magnoliopsida,Gentianales,Apocynaceae,,carthartica,IFNMG(Januária) -15.2262/-44.3615,,Nativa,Reinaldo Bispo,,,,,,
Apocynaceae A6,227,A6.40,Allamanda carthartica,Alamanda,Anthophyta,Magnoliopsida,Gentianales,Apocynaceae,,carthartica,IFNMG- Campus Januária,,Nativa,Alcides Fernandes,,,,,,
Apocynaceae A6,228,A6.41,Allamanda carthartica,Alamanda,Anthophyta,Magnoliopsida,Gentianales,Apocynaceae,,carthartica,LAT.S 15°26'42'' e LONG.O 44°22'30'',,Nativa,Pedro Mateus Farias,,,,,,
Apocynaceae A6,229,A6.42,Allamanda carthartica,,,,,,,,IFNMG - Campus Januária,,,Laressa Gomes,,,,,,
Araliaceae A8,230,A8.1,Scheffera arboricola,Árvore-guarda-chuva,Antophyta,Magnoliopsida,Apiales,Araliaceae,,Scheffera arboricola,Januária - MG,,Exótica,Wanderson,,,,,,
Acanthaceae A2,232,A2.1,Megaskepasma erythrochlamys Lindau,Capota Vermelha,Anthophyta,Magnoliopsida,Lamiales,Acanthaceae,,Megaskepasma erythrochlamys Lindau,IFNMG - Januária - MG,,Exótica,Nathan Borges,,,,,,
Acanthaceae A2,233,A2.2,Megaskepasma erythrochlamys Lindau,justicia Vermelha,Anthophyta,Magnoliopsida,Lamiales,Acanthaceae,,Megaskepasma erythrochlamys Lindau,"-15.47553 -4437367 ( R: 4, 94. Januária - MG)",,Exótica,Caroline,,,,,,
Acanthaceae A2,234,A2.3,Crossandra infundibuliformis,Flor de Fogos de Artificio,Anthophyta,Magnoliopsida,Lamiales,Acanthaceae,,Crossandra infundibuliformis,Januária - MG,,Exótica,Nanhane,,,,,,
Acanthaceae A2,235,A2.4,Megaskepasma erythrochlamys Lindau,justicia Vermelha,Anthophyta,Magnoliopsida,Lamiales,Acanthaceae,,Megaskepasma erythrochlamys Lindau,IFNMG - Januária - MG,,Exótica,vitor Gonsalvez,,,,,,
Acanthaceae A2,236,A2.5,Crossandra infundibuliformis,Crossandra,Anthophyta,Magnoliopsida,Lamiales,Acanthaceae,,Crossandra infundibuliformis,Comunidade de Araça - Januária - MG,,Exótica,Luyara Lorrany A. Lima,,,,,,
Acanthaceae A2,237,A2.6,Megaskepasma erythrochlamys Lindau,Justicia Vermelha,Anthophyta,Magnoliopsida,Lamiales,Acanthaceae,,Megaskepasma erythrochlamys Lindau,IFNMG - Januária - MG,,Exótica,Arthur Ferreira,,,,,,
Acanthaceae A2,238,A2.7,Megaskepasma erythrochlamys Lindau,justicia Vermelha,Anthophyta,Magnoliopsida,Lamiales,Acanthaceae,,Megaskepasma erythrochlamys Lindau,Desconhecido,,Exótica,Ryan Borges,,,,,,
Acanthaceae A2,239,A2.8,Thunbergia erecta,Manto-de-rei,Anthophyta,magnoliopsida,lamiales,Acanthaceae,,Thumbergia erecta,IFNMG - Januária - MG,,Naturalizada,Abner,,,,,,
Acanthaceae A2,240,A2.9,Megaskepasma erythrochlamys Lindau,"Manto-rojo, justicia Vermelha",Anthophyta,Magnoliopsida,Lamiales,Acanthaceae,,Megaskepasma erythrochlamys Lindau,Januária - MG,,Exótica,José Gabriel Fernandes,,,,,,
Acanthaceae A2,241,A2.10,Odontonema tubaeforme,Odontonema,Anthophyta,Magnoliopsida,Lamiales,Acanthaceae,,Odontonema tubaeforme,Bonito de Minas - MG,,Exótica,Islane Reis Rodrigues Silva,,,,,,
Acanthaceae A2,242,A2.11,Thunbergia erecta,Manto do Rei,Anthophyta,Magnoliopsida,Lamiales,Acanthaceae,,Thumbergia erecta,IFNMG - Campus Januária MG,,Naturalizada,Daniel,,,,,,
Acanthaceae A2,243,A2.12,Dicliptera aquamorrosa,,Anthophyta,Magnoliopsida,Lamiales,Acanthaceae,,Dicliptera aquamorrosa,Lapão - MG,,Nativa,Tauane Caroline,,,,,,
Acanthaceae A2,244,A2.13,Ruellia tuberosa,Raiz de Febre,Anthophyta,Magnoliopsida,Lamiales,Acanthaceae,,Ruellia tuberosa,"R Barão de São Romão, Januária - MG",,Exótica,Lucas Figueiredo,,,,,,
Acanthaceae A2,245,A2.14,Ruellia brevifolia (Pohl) C. Ezcurra,Pingo-de-sangue,Anthophyta,Magnoliopsida,Lamiales,Acanthaceae,,brevifolia,"Brejo do Amparo, Januária-MG",,Nativa,Thâmilly Vieira,,,,,,
Acanthaceae A2,246,A2.15,Odontonema tubaeforme,,,,,,,,Januária 15.488001 -44371357,,,"Levi, Larissa Everton e Warley",,,,,,
Arecaceae A7,247,A7.1,Allagoptera arenaria,Guriri,Antophyta,Liliopsida,Arecales,Arecaceae,,Allagoptera arenaria,"Zona rural - Km 18, Januária MG.",,Nativa,Vitória Alves Sales.,,,,,,
Arecaceae A7,249,A7.2,Mauritia flexuosa L. F,Buriti,Thacheophyta,Liliopsida,Arecales,Arecaceae,,flexuosa L. F,"15º24'44""S 45º17'42""W 116ºSE",,Nativa,Ana Maria da S. Andrade,,,,,,
Arecaceae A7,250,A7.3,Attalea speciosa,Babaçu,Tracheophyta,Liliopsida,Arecales,Arecaceae,,speciosa,"-15.458262, -44.357786",,Nativa,"Cyrus, Ana Luiza e Gisele",,,,,,
Anonaceae A9,251,A9.1,Duguetia furfuraceae,Pinha de Guará,Antophyta,Magnoliopsida,Magnoliales,Annonaceae,,Duguetia furfuraceae,"KM 18, Januária - MG",,Nativa,Vitória Alves Sales,,,,,,
Anonaceae A9,252,A9.2,Annona squamosa,Pinha,Antophyta,Magnoliopsida,Magnoliales,Annonaceae,,Annona squamosa,Januária - MG,,Naturalizada,Gustavo Henrique,,,,,,
Anonaceae A9,253,A9.3,Annona squamosa,Pinha,Antophyta,Magnoliopsida,Magnoliales,Annonaceae,,Annona squamosa,IFNMG - Campus Januária MG,,Naturalizada,Camila Lopo,,,,,,
Anonaceae A9,254,A9.4,Annona x atemoya,Atemoia,Antophyta,Magnoliopsida,Magnoliales,Annonaceae,,Annona x atemoya,Januária - MG,,Naturalizada,Sara Alves,,,,,,
Anonaceae A9,255,A9.5,Annona squamosa,Pinha,Antophyta,Magnoliopsida,Magnoliales,Annonaceae,,Annona squamosa,IFNMG - Campus Januária MG,,Naturalizada,Adan Clizan,,,,,,
Anonaceae A9,256,A9.6,Annona squamosa,Pinha,Antophyta,Magnoliopsida,Magnoliales,Annonaceae,,Annona squamosa,Januária - MG,,Naturalizada,Nilmara Mendes,,,,,,
Anonaceae A9,257,A9.7,Annona squamosa,Pinha,Antophyta,Magnoliopsida,Magnoliales,Annonaceae,,Annona squamosa,IFNMG - Campus Januária MG,,Naturalizada,Desconhecido,,,,,,
Anonaceae A9,259,A9.8,Annona Muricata,Graviola,Antophyta,Magnoliopsida,Magnoliales,Annonaceae,,Muricata,15º 27' 3.35'' S 44º 21' 59.67'' O Fruticultura IFNMG Campus Januária,,Cultivada,Tiago de Souza Rodrigues,,,,,,
Anonaceae A9,260,A9.9,Duguetia furfuraceae,Ata-brava,Antophyta,Magnoliopsida,Magnoliales,Annonaceae,,furfuraceae,15°17'23''S 44°49'18''W 610M,,Nativa,Tulio Rozeno Neves,,,,,,
Anonaceae A9,261,A9.10,Annona Muricata,Graviola,Antophyta,Magnoliopsida,Magnoliales,Annonaceae,,Muricata,IFNMG - Campus Januária MG,,Nativa,Nivia Alves da Silva,,,,,,
Anonaceae A9,262,A9.10,Duguetia furfuraceae,Pinha-brava,Antophyta,Magnoliopsida,Magnoliales,Annonaceae,,furfuraceae,Bonito de Minas,,Nativa,Alteone Barbosa,,,,,,
Anonaceae A9,263,A9.11,Annona squamosa,Pinha,Antophyta,Magnoliopsida,Magnoliales,Annonaceae,,squamosa,IFNMG - Campus Januária,,Naturalizada,Cássio de Assis Pereira,,,,,,
Anonaceae A9,264,A9.12,Annona muricata L.,Graviola,Antophyta,Magnoliopsida,Magnoliales,Annonaceae,,Muricata,Zona rural - Formosa,,Cultivada,Desconhecido,,,,,,
Anonaceae A9,265,A9.13,Annona Muricata,Graviola,Antophyta,Magnoliopsida,Magnoliales,Annonaceae,,Muricata,Januária,,Cultivada,Karina Figueredo,,,,,,
Anonaceae A9,266,A9.14,Annona muricata L.,Graviola,,,,,,,Desconhecido,,,Filipe Ferreira,,,,,,
Anonaceae A9,267,A9.15,Annona squamosa,Pinha,Antophyta,Magnoliopsida,Magnoliales,Annonaceae,,squamosa,IFNMG Januária,,Naturalizada,Desconhecido,,,,,,
Anonaceae A9,268,A9. 16,Annona squamosa,,,,,,,,Riacho da Cruz (15º347591 -44º238003),,Naturalizada,Everton,,,,,,
Amaryllidaceae A10,269,A10.1,Hippeastrum puniceum,Lirío do Campo,Antophyta,Liliopsida,Asparagales,Amaryllidaceae,,Hippeastrum puniceum,IFNMG - Januária,,Exótica,Arthur Ferreira,,,,,,
Amaryllidaceae A10,270,A10.2,Hippeastrum puniceum,Açucena,Antophyta,Liliopsida,Asparagales,Amaryllidaceae,,Hippeastrum puniceum,IFNMG - Januária,,Exótica,Vitória Soares,,,,,,
Amaryllidaceae A10,271,A10.3,Hippeastrum puniceum,Amaryllis,Antophyta,Liliopsida,Asparagales,Amaryllidaceae,,Hippeastrum puniceum,IFNMG - Januária,,Exótica,Hellen Maysa,,,,,,
Amaryllidaceae A10,272,A10.4,Hippeastrum puniceum,Açucena,Antophyta,Liliopsida,Asparagales,Amaryllidaceae,,Hippeastrum puniceum,Desconhecido,,Exótica,Lauane Caroline,,,,,,
